קוד בנק,שם בנק,קוד סניף,שם סניף,כתובת סניף,יישוב,מיקוד,ת.ד,טלפון,פקס,טלפון חינם,גישה לנכים,יום סגור,סיווג הסניף,תאריך פתיחה,תאריך סגירה,בנק ממזג,סניף ממזג,קואורדינטת X,קואורדינטת Y
10,בנק לאומי לישראל בע"מ,856,אחיעזר,חזון איש 54 ,בני ברק,5151119,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,34.833696,32.078867
10,בנק לאומי לישראל בע"מ,857,גבעתיים,כצנלסון 67 ,גבעתיים,5327001,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,34.80906,32.07552
10,בנק לאומי לישראל בע"מ,858,חולון,סוקולוב 45 ,חולון,5826801,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,34.774366,32.022841
10,בנק לאומי לישראל בע"מ,859,עסקים בת-ים,בלפור 80 ,בת ים,5963116,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,34.745457,32.020019
10,בנק לאומי לישראל בע"מ,861,בת ים,בלפור 80 ,בת ים,5963116,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,34.745457,32.020019
10,בנק לאומי לישראל בע"מ,862,דיר אל אסד-בענה,מרכז הכפר 0 על כביש בענה דיר אל אסד,בענה,2018800,0,03-9545522,,*5522,כן,יום ו,מיוחד,30/03/2016,,,,35.275895,32.926969
10,בנק לאומי לישראל בע"מ,863,ככר סירן,אילת 36 נאות רחל,חולון,5836111,0,03-9545522,,*5522,כן,יום א,מיוחד,01/02/1949,,10001,858,34.764756,32.017848
10,בנק לאומי לישראל בע"מ,864,מרכז עסקים לאומי טק,המנופים 15 בית לידר אזור תעשיה הרצליה,הרצלייה,4672510,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/01/1949,,,,34.809193,32.159955
10,בנק לאומי לישראל בע"מ,866,מרגנית,פינחס איילון 13 מרגנית 2,חולון,5845907,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,34.778132,32.008726
10,בנק לאומי לישראל בע"מ,867,כפר יאסיף,הרחוב הראשי 0 ,כפר יאסיף,2490800,0,03-9545522,,*5522,כן,יום א,מיוחד,16/03/2016,,,,35.162705,32.955447
10,בנק לאומי לישראל בע"מ,871,ירכא,גאיה סנטר 0 ככר הרפואה,ירכא,2496700,0,03-9545522,,*5522,כן,יום ו,מיוחד,14/03/2016,,,,35.1817582613696,32.9548404420796
10,בנק לאומי לישראל בע"מ,872,מרכז שירות ת"א צפון,אחימאיר 21 מרכז שוסטר,תל אביב -יפו,6949207,0,03-9545522,,*5522,כן,יום ו,מיוחד,26/11/2019,,,,34.802447,32.124818
10,בנק לאומי לישראל בע"מ,873,סכנין,כביש ראשי סכנין עראבה 0 ,סח'נין,3081000,0,03-9545522,,*5522,כן,יום ו,מיוחד,24/02/2016,,,,35.303266,32.860938
10,בנק לאומי לישראל בע"מ,874,קרית ביאליק,שדרות ירושלים 18 ,קריית ביאליק,2703204,,03-9545522,077-8083874,*5522,לא,יום א,רגיל,01/02/1949,,,,,
10,בנק לאומי לישראל בע"מ,875,הטכניון,קרית הטכניון 0 בניין אס"ט,חיפה,3200000,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,10001,635,35.022617,32.776948
10,בנק לאומי לישראל בע"מ,876,מרכז עסקים חיפה,שדרות פל-ים 2 ,חיפה,3326208,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,35,32.817198
10,בנק לאומי לישראל בע"מ,877,קרית אליעזר,שדרות פל ים 7 בנכס סניף מגדל חיפה 879,חיפה,3309510,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,35.000856,32.816417
10,בנק לאומי לישראל בע"מ,878,הדר,הרצל 33 ,חיפה,3350401,,03-9544555,077-8083878,*5522,כן,יום ו,רגיל,01/02/1949,,,,,
10,בנק לאומי לישראל בע"מ,879,מגדל חיפה,שדרות פל ים 7 בנכס סניף עסקים הנביאים לשעבר,חיפה,3309510,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,35.000856,32.816417
10,בנק לאומי לישראל בע"מ,880,חורב,חורב 14 אחוזה,חיפה,3434120,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,34.985881,32.785274
10,בנק לאומי לישראל בע"מ,881,מרכז קופות חיפה,הרצל 63 הרצל 63 א,חיפה,3321302,0,03-9545522,,*5522,כן,יום ו,מיוחד,28/03/2022,,,,35.00096,32.80806
10,בנק לאומי לישראל בע"מ,882,נוה שאנן,גלבוע 36 ,חיפה,3271101,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,35.015435,32.782499
10,בנק לאומי לישראל בע"מ,883,הוואדי,המגינים 53 ,חיפה,3326518,,076-8688333,04-8132322,,לא,יום א,רגיל,30/03/2016,,10001,879,,
10,בנק לאומי לישראל בע"מ,884,עסקים ג'וליס,כניסה לכפר 0 ,ג'ולס,2498000,0,03-9545522,,*5522,כן,יום ו,מיוחד,02/12/2019,,,,35.176024,32.942167
10,בנק לאומי לישראל בע"מ,885,טירת הכרמל,הרצל 30 המרכז המסחרי,טירת כרמל,3950221,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,34.97258,32.760778
10,בנק לאומי לישראל בע"מ,886,מוריה,שדרות מוריה 112 אחוזה,חיפה,3461804,,03-9545522,077-8083886,*5522,כן,יום ו,מיוחד,01/02/1949,,10001,880,,
10,בנק לאומי לישראל בע"מ,887,נשר,דרך השלום 18 ,נשר,1765307,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,35.045759,32.771252
10,בנק לאומי לישראל בע"מ,889,עסקים חלוצי התעשיה,חלוצי התעשיה 9 מפרץ חיפה,חיפה,2629409,,076-8674599,076-8674589,,כן,יום ו,מיוחד,01/02/1949,,10001,898,,
10,בנק לאומי לישראל בע"מ,891,הכרמל,שדרות הנשיא 123 הר הכרמל,חיפה,3463411,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,34.987586,32.804284
10,בנק לאומי לישראל בע"מ,892,הגליל,הגליל 76 נוה-שאנן,חיפה,3268402,,03-9545522,077-8083892,*5522,לא,יום א,רגיל,01/02/1949,,,,,
10,בנק לאומי לישראל בע"מ,893,לאומי TOP,בר יהודה 96 מרכז מומחיות נשר,נשר,3604185,0,03-9545519,,*5519,כן,יום ו,יחידת ביצוע,01/10/2019,,,,35.04754,32.77068
10,בנק לאומי לישראל בע"מ,895,קרית טבעון,ככר בן גוריון 0 ,קריית טבעון,3606101,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,35.129946,32.721701
10,בנק לאומי לישראל בע"מ,896,עסקים רמת ישי,חורש האלונים 4 ,רמת ישי,3009500,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,35.17519,32.708938
10,בנק לאומי לישראל בע"מ,897,קרית אתא,העצמאות 66 ,קריית אתא,2821904,0,03-9545522,,*5522,כן,יום ו,רגיל,01/02/1949,,,,35.104388,32.80693
10,בנק לאומי לישראל בע"מ,898,מרכז עסקים המפרץ,דרך עכו 192 ,קריית ביאליק,2723206,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,35.088999,32.842335
10,בנק לאומי לישראל בע"מ,899,קרית חיים,שדרות אח"י 22 ,חיפה,2626909,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,10001,705,35.070937,32.820902
10,בנק לאומי לישראל בע"מ,900,קרית ים,נמיר 5 ,קריית ים,2902401,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,35.068286,32.843811
10,בנק לאומי לישראל בע"מ,901,מרכז עסקים ירושלים,הר חוצבים 1 קריית המדע,ירושלים,7019900,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,35.211094,31.800438
10,בנק לאומי לישראל בע"מ,902,המלך ג'ורג',המלך ג'ורג' 22 ,ירושלים,9426203,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,35.215637,31.780419
10,בנק לאומי לישראל בע"מ,903,בית הכרם,שדרות הרצל 106 בית הכרם,ירושלים,9618702,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,35.187216,31.779408
10,בנק לאומי לישראל בע"מ,904,שער העיר,יפו 206 ,ירושלים,9438303,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,35.206463,31.788202
10,בנק לאומי לישראל בע"מ,905,רמות אשכול,פארן 15 המרכז המסחרי,ירושלים,9780220,0,03-9545522,,*5522,לא,יום ו,מיוחד,01/02/1949,,,,35.226527,31.800853
10,בנק לאומי לישראל בע"מ,906,עסקים עירון,הרחוב הראשי 0 ,ערערה,3002600,0,03-9545522,,*5522,כן,יום ו,מיוחד,24/12/2020,,,,35.08883,32.500191
10,בנק לאומי לישראל בע"מ,907,עסקים חדרה,האומן 17 קומה 2,חדרה,3850169,0,03-9545522,,*5522,כן,יום ו,מיוחד,25/06/2023,,,,34.915584,32.449161
10,בנק לאומי לישראל בע"מ,908,אעבלין,רחוב ראשי 0 ,אעבלין,3001200,0,03-9545522,,*5522,כן,יום א,מיוחד,17/03/2016,,,,35.184705,32.826361
10,בנק לאומי לישראל בע"מ,909,עראבה,מרכז הכפר 0 ,עראבה,3081200,0,03-9545522,,*5522,כן,יום ו,מיוחד,28/03/2016,,,,35.337377,32.853358
10,בנק לאומי לישראל בע"מ,911,גאולה,ישעיהו 28 ,ירושלים,9471521,0,03-9545522,,*5522,לא,יום ו,מיוחד,01/02/1949,,,,35.218414,31.787908
10,בנק לאומי לישראל בע"מ,912,רחביה,רמב"ן 21 ,ירושלים,9242222,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,35.21532,31.774584
10,בנק לאומי לישראל בע"מ,914,עמק רפאים,חנניה 4 ,ירושלים,9310603,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,10001,912,35.219646,31.763211
10,בנק לאומי לישראל בע"מ,915,קרית היובל,אורוגואי 1 אורוגואי 1,ירושלים,9670101,,03-9545522,077-8083915,*5522,כן,יום א,מיוחד,01/02/1949,,10001,903,,
10,בנק לאומי לישראל בע"מ,916,בית שמש,יגאל אלון 6 ,בית שמש,4672566,0,03-9545522,,*5522,כן,יום ו,רגיל,01/02/1949,,,,34.987667,31.756187
10,בנק לאומי לישראל בע"מ,918,מזרח ירושלים,עלי אבן אבו טאלב 3 ,ירושלים,9358931,0,03-9545522,,*5522,כן,יום ו,רגיל,01/02/1949,,,,35.229936,31.788129
10,בנק לאומי לישראל בע"מ,920,ככר ציון,יפו 47 ככר ציון,ירושלים,9422604,,03-9545522,077-8083920,*5522,לא,יום א,רגיל,01/02/1949,,,,,
10,בנק לאומי לישראל בע"מ,921,עסקים באר שבע,יהודה הנחתום 10 בנין G7 קומה 3,באר שבע,8424905,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,34.81786,31.25321
10,בנק לאומי לישראל בע"מ,922,מרכז הנגב,דרך מצדה 6 שכ' ד,באר שבע,8435803,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,34.4745,31.15313
10,בנק לאומי לישראל בע"מ,923,דימונה,המרכז המסחרי 0 ,דימונה,8602527,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,35.032342,31.064155
10,בנק לאומי לישראל בע"מ,924,שדרות הנשיאים,יצחק רגר 11 דרך הנשיאים 11  מגדל שבע,באר שבע,8489506,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,34.795911,31.245422
10,בנק לאומי לישראל בע"מ,925,עסקים אשקלון,צה"ל 99 בית אביאל קומה 3,אשקלון,7859323,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,34.5950907179713,31.6620735095966
10,בנק לאומי לישראל בע"מ,926,אפרידר,הנשיא 3 ,אשקלון,7837802,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,34.568724,31.673846
10,בנק לאומי לישראל בע"מ,927,קרית גת,הגפן 3 ,קריית גת,8201807,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,34.770034,31.607244
10,בנק לאומי לישראל בע"מ,928,גדרה,הבילויים 30 ,גדרה,7040204,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,34.774211,31.815324
10,בנק לאומי לישראל בע"מ,929,בילו,הרצל 145 ,רחובות,7626603,,03-9545522,077-8083929,*5522,כן,יום ו,מיוחד,01/02/1949,,10001,930,,
10,בנק לאומי לישראל בע"מ,930,רחובות,הרצל 200 ,רחובות,7627005,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,34.810393,31.899218
10,בנק לאומי לישראל בע"מ,932,אשדוד,שבי ציון 3 מרכז מסחרי א',אשדוד,7722717,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,34.644885,31.808481
10,בנק לאומי לישראל בע"מ,933,נס ציונה,רוטשילד 0 פינת ויצמן,נס ציונה,7403024,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,34.798282,31.928239
10,בנק לאומי לישראל בע"מ,934,ראשון לציון,הרצל 65 ,ראשון לציון,7526725,0,03-9545522,,*5522,כן,יום ו,רגיל,01/02/1949,,,,34.802649,31.966995
10,בנק לאומי לישראל בע"מ,936,רמלה,שדרות הרצל 84 ,רמלה,7240656,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,34.870508,31.929268
10,בנק לאומי לישראל בע"מ,937,לוד,שדרות דוד המלך 0 ככר קומנדו,לוד,7136032,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,34.89101,31.94876
10,בנק לאומי לישראל בע"מ,938,קריית שדה התעופה,רחוב הערבה (בית מוטורולה)  איירפורט סיטי - ,לוד,7019900,,03-9545522,08-9304355,*5522,כן,יום ו,מיוחד,01/02/1949,,,,,
10,בנק לאומי לישראל בע"מ,939,יבנה,הקישון 7 קניון G,יבנה,8122002,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,34.7338,31.88581
10,בנק לאומי לישראל בע"מ,940,פתח תקוה,יצחק רבין 1 בנין גלובל טאוורס,פתח תקווה,4925110,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,34.86168,32.09018
10,בנק לאומי לישראל בע"מ,941,שדרות,אהבת ישראל 3 המרכז המסחרי,שדרות,5296000,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,34.593462,31.525731
10,בנק לאומי לישראל בע"מ,942,רעננה,אחוזה 152 ,רעננה,4330015,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,34.87058,32.181504
10,בנק לאומי לישראל בע"מ,943,הוד השרון,דרך רמתיים 96 בניין עומר האוס קומה 2,הוד השרון,4532532,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,34.89427,32.15477
10,בנק לאומי לישראל בע"מ,944,שער ראשון,גולדה מאיר 1 ,ראשון לציון,7572001,0,03-9545522,,*5522,כן,יום ו,מיוחד,22/07/1999,,,,34.78459,31.96718
10,בנק לאומי לישראל בע"מ,945,ראמה,כביש ראמה-סאג'ור 0 ,ראמה,3005500,0,03-9545522,,*5522,כן,יום א,מיוחד,22/03/2016,,,,35.366875,32.935152
10,בנק לאומי לישראל בע"מ,946,כפר סבא,ויצמן 101 ,כפר סבא,4436410,0,03-9545522,,*5522,כן,יום ו,רגיל,01/02/1949,,,,34.907701,32.175563
10,בנק לאומי לישראל בע"מ,948,הרצליה,בן גוריון 2 ,הרצלייה,4678501,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,34.842559,32.167061
10,בנק לאומי לישראל בע"מ,949,רמת השרון,סוקולוב 69 ,רמת השרון,4723630,0,03-9545522,,*5522,כן,יום ו,רגיל,01/02/1949,,,,34.838393,32.145776
10,בנק לאומי לישראל בע"מ,950,נתניה,שטמפפר 9 ,נתניה,4240216,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,10001,648,34.854794,32.328524
10,בנק לאומי לישראל בע"מ,951,טייבה,שהין סנטר הרח' הראשי 0 הרחוב הראשי,טייבה,4040000,0,03-9545522,,*5522,לא,יום ו,מיוחד,01/02/1949,,,,35.007136,32.26865
10,בנק לאומי לישראל בע"מ,952,שטמפפר,שטמפפר 9 ,נתניה,4240216,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,34.854794,32.328524
10,בנק לאומי לישראל בע"מ,953,חדרה,התרנ"א 20 מתחם ויוה סנטר,חדרה,3822726,0,03-9545522,,*5522,כן,יום ו,רגיל,01/02/1949,,,,34.92467,32.43409
10,בנק לאומי לישראל בע"מ,954,פרדס חנה,שדרות הדקלים 119 ,פרדס חנה-כרכור,3702100,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,34.972421,32.475445
10,בנק לאומי לישראל בע"מ,955,בנימינה,המייסדים 33 ,בנימינה-גבעת עדה*,3053828,0,03-9545522,,*5522,כן,יום א,מיוחד,01/02/1949,,10001,956,34.949206,32.521018
10,בנק לאומי לישראל בע"מ,956,זכרון יעקב,הנדיב 11 ,זכרון יעקב,3091112,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,34.953786,32.574258
10,בנק לאומי לישראל בע"מ,957,אבן יהודה,המייסדים 64 ,אבן יהודה,4051136,0,03-9545522,,*5522,כן,יום א,מיוחד,01/02/1949,,10001,835,34.888098,32.269666
10,בנק לאומי לישראל בע"מ,958,הרצליה פתוח,ככר דה שליט - ,הרצלייה,4664131,,03-9545522,077-8083958,*5522,לא,יום א,רגיל,01/02/1949,,10001,844,,
10,בנק לאומי לישראל בע"מ,959,גבעת אולגה,שיבת ציון 1 גבעת אולגה,חדרה,3830008,0,03-9545522,,*5522,כן,יום א,מיוחד,01/02/1949,,10001,953,34.886278,32.439297
10,בנק לאומי לישראל בע"מ,960,עכו,החרושת 2 קניון עזריאלי,עכו,2451705,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,35.08119,32.92342
10,בנק לאומי לישראל בע"מ,961,כרמיאל,החרושת 9 מרכז ניצנים,כרמיאל,2165112,0,03-9545522,,*5522,כן,יום ו,רגיל,01/02/1949,,,,35.304468,32.922149
10,בנק לאומי לישראל בע"מ,962,נהריה,ויצמן 64 ,נהרייה,2242001,0,03-9545522,,*5522,כן,יום ו,רגיל,01/02/1949,,,,35.092681,33.006769
10,בנק לאומי לישראל בע"מ,963,מרכז שירות אשדוד,שבי ציון 3 מרכז מסחרי א',אשדוד,7722717,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,34.644885,31.808481
10,בנק לאומי לישראל בע"מ,964,עסקים נצרת,איכסל 9 ,נצרת,7403024,0,03-9545522,,*5522,כן,יום א,מיוחד,01/02/1949,,,,35.298421,32.700209
10,בנק לאומי לישראל בע"מ,965,עפולה,מנחם בגין 72 ,עפולה,1871356,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,35.29805,32.60271
10,בנק לאומי לישראל בע"מ,966,בית שאן,שאול המלך 81 ,בית שאן,1173691,0,03-9545522,,*5522,כן,יום ו,רגיל,02/01/1949,,,,35.498321,32.499104
10,בנק לאומי לישראל בע"מ,968,עסקים הר חוצבים,קרית המדע 1 הר חוצבים,ירושלים,7019900,0,03-9545522,,*5522,כן,יום ו,מיוחד,15/04/1999,,10001,901,35.211086,31.800031
10,בנק לאומי לישראל בע"מ,969,מרכז מסחרי שפרעם,תופיק זיאד 370 בנין העיריה,שפרעם,2020000,0,03-9545522,,*5522,לא,יום א,מיוחד,23/03/2016,,,,35.17379,32.803042
10,בנק לאומי לישראל בע"מ,970,טבריה,הרב חיים סמאג'א 12 ,טבריה,1420163,0,03-9545522,,*5522,כן,יום ו,רגיל,01/02/1949,,,,35.53793,32.787298
10,בנק לאומי לישראל בע"מ,972,נוף הגליל,מנחם אריאב 18 קניון מול הרים,נוף הגליל                ,1767201,0,03-9545522,,*5522,לא,יום ו,מיוחד,01/02/1949,,,,35.31798,32.7041
10,בנק לאומי לישראל בע"מ,973,מעלות תרשיחא,דרך האלוף עוזי נרקיס 1 ,מעלות-תרשיחא,2102500,0,03-9545522,,*5522,כן,יום ו,מיוחד,16/03/2016,,,,35.282693,33.019112
10,בנק לאומי לישראל בע"מ,974,מרכז שירות השרון,שטמפפר 9 ,נתניה,4240216,0,03-9545522,,*5522,כן,יום א,מיוחד,26/08/2018,,,,34.854794,32.328524
10,בנק לאומי לישראל בע"מ,975,צפת,הגדוד השלישי 2 ,צפת,1320639,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,35.506438,32.972881
10,בנק לאומי לישראל בע"מ,976,קרית שמונה,ככר צה"ל 0 המרכז המסחרי,קריית שמונה,1161105,0,03-9545522,,*5522,כן,יום ו,רגיל,01/02/1949,,,,35.569532,33.207047
10,בנק לאומי לישראל בע"מ,977,בית ג'אן,בכניסה לכפר 0 ,בית ג'ן,2499000,0,03-9545522,,*5522,כן,יום א,מיוחד,18/02/2016,,,,35.381352,32.965977
10,בנק לאומי לישראל בע"מ,978,מרכז עסקים ראשון,משה לוי 11 אזור תעשיה,ראשון לציון,7565828,0,03-9545522,,*5522,כן,יום ו,מיוחד,22/01/1998,,,,34.774159,31.989216
10,בנק לאומי לישראל בע"מ,979,דבוריה,הכביש הראשי  כניסה לכפר 0 ,דבורייה,1691000,0,03-9545522,,*5522,כן,יום ו,מיוחד,23/03/2016,,,,35.373283,32.6875
10,בנק לאומי לישראל בע"מ,980,טירה,טארק עבדול חי 0 סמרה סנטר,טירה,4491500,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,34.953722,32.231988
10,בנק לאומי לישראל בע"מ,981,דאלית אל כרמל-עוספייה,אחד 66 ,דאלית אל-כרמל,3005600,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,35.055711,32.697775
10,בנק לאומי לישראל בע"מ,983,באקה אל גרביה,אלקודס 0 ,באקה אל-גרביה,3010000,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,35.047091,32.41288
10,בנק לאומי לישראל בע"מ,984,מג'אר,בכניסה לכפר 0 ,מגאר,2012100,0,03-9545522,,*5522,כן,יום א,מיוחד,11/04/2016,,,,35.412694,32.887011
10,בנק לאומי לישראל בע"מ,985,קרית מלאכי,בן גוריון 0 פינת רש"י,קריית מלאכי,8302059,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,34.748034,31.728233
10,בנק לאומי לישראל בע"מ,987,מגדל העמק,שדרות שאול עמור 77 ,מגדל העמק,2302042,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,35.242497,32.678076
10,בנק לאומי לישראל בע"מ,988,תל גנים,כצנלסון 67 ,גבעתיים,5327001,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,34.80906,32.07552
10,בנק לאומי לישראל בע"מ,989,יחידת בצוע-מחלקת מט"י,אבא הלל סילבר 3 קרית שירותי בלל,לוד,7129404,0,03-9545522,,*5522,לא,יום ש,יחידת ביצוע,02/01/1992,,,,34.901649,31.963143
10,בנק לאומי לישראל בע"מ,991,ענף סליקה ומשלוח,לילינבלום 10 ,תל אביב -יפו,6513114,0,03-9545522,,*5522,לא,יום ו,יחידת ביצוע,21/09/2008,,,,34.76816,32.061854
10,בנק לאומי לישראל בע"מ,994,האפוטרופוס הכללי,דוד המלך 19 ,ירושלים,9410143,0,03-9545522,,*5522,לא,יום ו,יחידת ביצוע,02/01/1992,,,,35.221993,31.775043
10,בנק לאומי לישראל בע"מ,995,פרדיס,הרחוב הראשי 0 ,פוריידיס,3089800,0,03-9545522,,*5522,כן,יום ו,מיוחד,01/02/1949,,,,34.950773,32.59666
10,בנק לאומי לישראל בע"מ,999,אילת,שד' התמרים 0 מרכז מסחרי,אילת,8801406,0,03-9545522,,*5522,כן,יום ו,רגיל,01/02/1949,,,,34.952699,29.555322
11,בנק דיסקונט לישראל בע"מ,2,עפולה,הכורם 1 ,עפולה,1827601,,076-8052170,,,כן,יום ו,רגיל,01/01/1949,,,,32.602542,35.29874
11,בנק דיסקונט לישראל בע"מ,3,אילת,שד' התמרים 1 מרכז השלום,אילת,8801408,,076-8053710,,,כן,יום ו,רגיל,01/02/1949,,,,29.5651,34.9507
11,בנק דיסקונט לישראל בע"מ,4,אשדוד,הרצל 1 ,אשדוד,7745401,,076-8051002,,,כן,יום ו,רגיל,01/02/1949,,,,31.793,34.64
11,בנק דיסקונט לישראל בע"מ,5,נוף הגליל,דרך  אריאל שרון41 41 ,נוף הגליל                ,1745100,,076-8052231,,,כן,יום א,רגיל,01/02/1949,,,,32.6938,35.3059
11,בנק דיסקונט לישראל בע"מ,6,מדור פיתוח במחלקת חברות,יהודה הלוי 27 ,תל אביב -יפו,6513607,,,,,לא,,יחידת ביצוע,01/01/1995,,,,32.0618,34.771
11,בנק דיסקונט לישראל בע"מ,7,תל גנים,בן גוריון 259 ,רמת גן,5231309,,076-8051609,,,כן,יום א,רגיל,01/02/1949,,11001,96,32.0661,34.8159
11,בנק דיסקונט לישראל בע"מ,8,שינקין,שינקין 66 ,תל אביב -יפו,6523320,,,,,לא,,רגיל,01/02/1949,,11001,100,32.0695,34.7724
11,בנק דיסקונט לישראל בע"מ,10,ראשי ת"א,יהודה הלוי 27 ,תל אביב -יפו,6513611,,,,,לא,יום ו,מיוחד,01/02/1949,,,,32.0618,34.771
11,בנק דיסקונט לישראל בע"מ,14,תל אביב סיטי,יהודה הלוי 38 ,תל אביב -יפו,6513620,,076-8053900,,,כן,יום ו,מיוחד,01/02/1949,,,,32.0616,34.7718
11,בנק דיסקונט לישראל בע"מ,17,דרך שלמה,דרך שלמה 74 ,תל אביב -יפו,6653101,,076-8053935,,,כן,יום ו,מיוחד,01/02/1949,10/03/2021,11001,26,32.0547,34.7724
11,בנק דיסקונט לישראל בע"מ,26,חצרות יפו,שד' ירושלים 15 ,תל אביב -יפו,6811201,,076-8053460,,,כן,יום ו,רגיל,01/02/1949,,,,32.0547,34.7597
11,בנק דיסקונט לישראל בע"מ,34,אלון,יגאל אלון 96 ,תל אביב -יפו,6473403,,076-8053494,,,כן,יום ו,רגיל,01/02/1949,,,,32.0685,34.7937
11,בנק דיסקונט לישראל בע"מ,40,רמת גן,הרצל 50 ,רמת גן,5242101,,076-8051200,,,לא,יום א,רגיל,01/02/1949,,11001,58,32.0841,34.8155
11,בנק דיסקונט לישראל בע"מ,41,פתח תקוה,סלור 22 ,פתח תקווה,4936324,,076-8051555,,,לא,יום א,רגיל,01/02/1949,,,,32.0893,34.8841
11,בנק דיסקונט לישראל בע"מ,42,נתניה,סמילנסקי 6 ,נתניה,4243208,,076-8051510,,,כן,יום א,רגיל,01/02/1949,,,,32.3282,34.8559
11,בנק דיסקונט לישראל בע"מ,43,רמלה,שדרות הרצל 55 ,רמלה,7240623,,076-8050410,,,כן,יום ו,רגיל,01/02/1949,,,,31.9304,34.8701
11,בנק דיסקונט לישראל בע"מ,44,הרצליה,סוקולוב 22 ,הרצלייה,4649729,,076-8051620,,,לא,יום א,רגיל,01/02/1949,,,,32.167,34.8422
11,בנק דיסקונט לישראל בע"מ,45,רחובות,הרצל 190 ,רחובות,7626812,,076-8050470,,,לא,יום ו,רגיל,01/02/1949,,,,31.8977,34.8108
